Time (UTC),Kind,Message,Detail
"2026-05-25T20:41:35.673Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:41:24.441Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:37:59.304Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:37:20.473Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:33:24.777Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:33:24.130Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:33:13.752Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:33:03.058Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:32:53.001Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:32:42.845Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:32:32.780Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:32:23.095Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:32:11.729Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:32:11.565Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:31:17.381Z","project.sub_session_scheduled","Project sub-session scheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""plannedStartIso"":""2026-05-26T01:23:27.830Z"",""plannedEndIso"":""2026-05-26T04:38:27.830Z"",""filterPlansTonight"":[{""filterName"":""H"",""exposureSeconds"":600,""count"":17}],""reasons"":[""Weather-permitted segments overlapping this run: May 25, 9:23 PM – May 25, 10:00 PM ET; May 25, 10:00 PM – May 25, 11:00 PM ET; May 25, 11:00 PM – May 26, 12:00 AM ET."",""Frames in this session: H 17×600s (17 exposure(s) total)."",""Start at May 25, 9:23 PM ET: target at 72.7° (≥30° required)."",""Fewer frames than the free window could fit: placement requires ≥80% weather-permitted and 100% target-altitude (≥30°) coverage for the full run (may span multiple clear spells)."",""End at May 26, 12:38 AM ET: 2.83 h exposure + 25 min session overhead (3.25 h block)."",""Coverage checks: weather-permitted 80% (≥80% required), target ≥30° 100% (100% required).""]}"
"2026-05-25T20:25:13.925Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:19:27.515Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:19:21.996Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:19:10.271Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:13:07.560Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:13:07.559Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:07:04.696Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:03:13.103Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:01:01.746Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:54:58.650Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:48:55.763Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:42:52.689Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:36:49.895Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:30:47.113Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:24:43.094Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:18:39.337Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:18:09.888Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:18:08.982Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:17:02.789Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:16:51.679Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:16:33.668Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:14:48.505Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:14:37.327Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:12:36.073Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:06:33.240Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T19:00:29.190Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T18:54:24.655Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T18:48:21.137Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T18:42:16.856Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T18:42:13.546Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:48:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
