"Star Name","RA (J2000.0)","Dec (J2000.0)","Constellation","Var. Type","Min Mag","Max Mag","Period (d)","Obs. Cadence (d)","Obs. Section","Filter/Mode","Last observed","High Priority","Notes"
"V6598 Sgr","17h 52m 49s","-20d 24m 15s","Sgr","NA","19.8 V","10.2 V","None","3.0","Alert/Campaign","Visual","Red: Last Observation September 9, 2023 4:07 AM UTC (2 years ago)","High Priority","N Sgr 2023 No. 3
[[Alert Notice 829 https://www.aavso.org/aavso-alert-notice-829]]"
"V6598 Sgr","17h 52m 49s","-20d 24m 15s","Sgr","NA","19.8 V","10.2 V","None","3.0","Alert/Campaign","Spectroscopy","Red: Last Observation March 17, 2026 5:30 AM UTC (1 month ago)","High Priority","N Sgr 2023 No. 3
[[Alert Notice 829 https://www.aavso.org/aavso-alert-notice-829]]"
"V6598 Sgr","17h 52m 49s","-20d 24m 15s","Sgr","NA","19.8 V","10.2 V","None","3.0","Alert/Campaign","I","Red: Last Observation October 30, 2023 2:44 AM UTC (2 years ago)","High Priority","N Sgr 2023 No. 3
[[Alert Notice 829 https://www.aavso.org/aavso-alert-notice-829]]"
"V1082 Sgr","19h 07m 21s","-20d 46m 50s","Sgr","DQ:","15.6 V","13.4 V","0.867547","3.0","Alert/Campaign","Spectroscopy","Red: Last Observation April 20, 2026 4:31 AM UTC (1 week ago)","High Priority","[[Alert Notice 831 https://www.aavso.org/aavso-alert-notice-831]]"
"V844 Her","16h 25m 01s","+39d 09m 26s","Her","UGSU","18.0 CV","12.3 CV","0.054643","3.0","Alert/Campaign","V","Red: Last Observation April 11, 2026 4:47 AM UTC (2 weeks ago)","High Priority","CV also welcome
[[Alert Notice 834 https://www.aavso.org/aavso-alert-notice-834]]
[[Alert Notice 828 https://www.aavso.org/aavso-alert-notice-828]]"
"V844 Her","16h 25m 01s","+39d 09m 26s","Her","UGSU","18.0 CV","12.3 CV","0.054643","3.0","Alert/Campaign","Visual","Red: Last Observation April 22, 2026 7:37 PM UTC (5 days ago)","High Priority","[[Alert Notice 834 https://www.aavso.org/aavso-alert-notice-834]]
[[Alert Notice 828 https://www.aavso.org/aavso-alert-notice-828]]"
"alf Ori","05h 55m 10s","+7d 24m 25s","Ori","SRC","1.6 V","0.0 V","423.0","42.300000000000004","HET","V","Green: Last Observation April 22, 2026 3:19 PM UTC (5 days ago)","","SNEWS candidate"
"alf Sco","16h 29m 24s","-26d 25m 55s","Sco","SRC","1.21 V","0.75 V","2180.0","218.0","HET","V","Red: Last Observation August 17, 2025 7:32 PM UTC (8 months ago)","","SNEWS candidate"
"lam Vel","09h 07m 59s","-43d 25m 57s","Vel","LC","2.32 V","2.12 V","None","3.0","HET","V","Red: Last Observation April 11, 2026 2:24 PM UTC (2 weeks ago)","","SNEWS candidate"
"eps Peg","21h 44m 11s","+9d 52m 30s","Peg","LC","2.45 V","2.37 V","None","3.0","HET","V","Red: Last Observation October 19, 2024 2:50 AM UTC (1 year ago)","","SNEWS candidate"
"zet Cep","22h 10m 51s","+58d 12m 04s","Cep","LC","3.4 V","3.31 V","None","3.0","HET","V","Red: Last Observation April 29, 2025 10:25 AM UTC (12 months ago)","","SNEWS candidate"
"l Car","09h 45m 14s","-62d 30m 28s","Car","DCEP","4.12 V","3.32 V","35.561","3.5561000000000003","HET","V","Red: Last Observation March 8, 2025 3:17 PM UTC (1 year ago)","","SNEWS candidate"
"sig CMa","07h 01m 43s","-27d 56m 05s","CMa","LC","3.51 V","3.41 V","None","3.0","HET","V","Red: Last Observation April 20, 2026 10:14 AM UTC (1 week ago)","","SNEWS candidate"
"mu. Cep","21h 43m 30s","+58d 46m 48s","Cep","SRC","5.1 V","3.43 V","835.0","83.5","HET","V","Green: Last Observation March 30, 2026 9:41 AM UTC (1 month ago)","","SNEWS candidate"
"ksi Cyg","21h 04m 55s","+43d 55m 40s","Cyg","LC","3.79 V","3.67 V","None","3.0","HET","V","Red: Last Observation September 5, 2025 9:50 PM UTC (7 months ago)","","SNEWS candidate"
"omi 1 CMa","06h 54m 07s","-24d 11m 03s","CMa","LC","4.09 V","3.78 V","None","3.0","HET","V","Red: Last Observation April 11, 2026 12:17 PM UTC (2 weeks ago)","","SNEWS candidate"
"V0412 Lac","22h 29m 31s","+47d 42m 24s","Lac","LC","4.43 V","4.23 V","None","3.0","HET","V","Red: Last Observation April 18, 2026 10:26 AM UTC (1 week ago)","","SNEWS candidate"
"BE Cam","03h 49m 31s","+65d 31m 33s","Cam","LC","4.6 V","4.35 V","None","3.0","HET","V","Red: Last Observation March 11, 2026 6:18 AM UTC (1 month ago)","","SNEWS candidate"
"NS Pup","08h 11m 21s","-39d 37m 06s","Pup","LC","4.46 V","4.4 V","None","3.0","HET","V","Red: Last Observation April 20, 2026 11:29 AM UTC (1 week ago)","","SNEWS candidate"
"V0520 Car","10h 43m 32s","-60d 33m 59s","Car","LC","4.59 V","4.5 V","None","3.0","HET","V","Red: Last Observation April 17, 2026 3:39 PM UTC (1 week ago)","","SNEWS candidate"
"psi 1 Aur","06h 24m 53s","+49d 17m 16s","Aur","SRC","5.7 V","4.54 V","None","3.0","HET","V","Red: Last Observation April 16, 2026 4:44 AM UTC (1 week ago)","","SNEWS candidate"
"NSV 4922","10h 38m 45s","-59d 10m 58s","Car","LC","4.76 V","4.68 V","None","3.0","HET","V","Red: Last Observation December 27, 2024 4:46 PM UTC (1 year ago)","","SNEWS candidate"
"V0509 Cas","23h 00m 05s","+56d 56m 43s","Cas","YHG","5.38 V","4.75 V","175.0","20.330000000000002","HET","V","Red: Last Observation March 12, 2026 12:19 PM UTC (1 month ago)","","SNEWS candidate"
"NSV 3503","07h 16m 36s","-23d 18m 56s","CMa","LC","4.89 V","4.78 V","None","3.0","HET","V","Red: Last Observation April 11, 2026 12:55 PM UTC (2 weeks ago)","","SNEWS candidate"
"KQ Pup","07h 33m 47s","-14d 31m 26s","Pup","LC","5.17 V","4.82 V","None","3.0","HET","V","Red: Last Observation April 23, 2026 11:35 AM UTC (4 days ago)","","SNEWS candidate"
"VV Cep","21h 56m 39s","+63d 37m 32s","Cep","EA/GS+SRC","5.55 V","4.73 V","7460.0","749.8000000000001","HET","V","Green: Last Observation April 21, 2026 9:00 AM UTC (6 days ago)","","SNEWS candidate"
"V0424 Lac","22h 56m 25s","+49d 44m 00s","Lac","LC","5.03 V","4.91 V","None","3.0","HET","V","Red: Last Observation March 13, 2026 12:29 PM UTC (1 month ago)","","SNEWS candidate"
"NSV 13","00h 04m 30s","-10d 30m 34s","Cet","LC","4.97 V","4.92 V","None","3.0","HET","V","Red: Last Observation January 6, 2026 11:12 AM UTC (3 months ago)","","SNEWS candidate"
"NSV 3213","06h 47m 37s","-8d 59m 54s","Mon","LC","5.16 V","5.04 V","None","3.0","HET","V","Red: Last Observation April 20, 2026 9:50 AM UTC (1 week ago)","","SNEWS candidate"
"NSV 4437","09h 16m 23s","-44d 15m 56s","Vel","LC","5.14 V","5.08 V","None","3.0","HET","V","Red: Last Observation April 11, 2026 2:41 PM UTC (2 weeks ago)","","SNEWS candidate"
"NSV 20321","15h 29m 24s","-46d 43m 57s","Lup","LC","5.26 V","5.21 V","None","3.0","HET","V","Red: Last Observation April 17, 2026 4:25 PM UTC (1 week ago)","","SNEWS candidate"
"NSV 18422","10h 28m 52s","-64d 10m 20s","Car","LC","5.31 V","5.21 V","None","3.0","HET","V","Red: Last Observation April 17, 2026 11:15 AM UTC (1 week ago)","","SNEWS candidate"
"V0450 Sct","18h 32m 43s","-14d 51m 56s","Sct","SRD","5.6 V","5.37 V","None","3.0","HET","V","Red: Last Observation August 2, 2025 5:08 AM UTC (8 months ago)","","SNEWS candidate"
"V0381 Cep","21h 19m 15s","+58d 37m 24s","Cep","SRC","5.76 V","5.55 V","None","3.0","HET","V","Red: Last Observation March 27, 2026 11:11 AM UTC (1 month ago)","","SNEWS candidate"
"T Mon","06h 25m 13s","+7d 05m 08s","Mon","DCEP","6.58 V","5.58 V","27.031","2.7031","HET","V","Red: Last Observation March 11, 2026 6:31 AM UTC (1 month ago)","","SNEWS candidate"
"tet Del","20h 38m 43s","+13d 18m 54s","Del","LC","5.72 V","5.68 V","None","3.0","HET","V","Red: Last Observation April 18, 2026 10:12 AM UTC (1 week ago)","","SNEWS candidate"
"NSV 17270","07h 00m 15s","+16d 04m 44s","Gem","LC","5.74 V","5.68 V","None","3.0","HET","V","Red: Last Observation March 23, 2026 11:08 AM UTC (1 month ago)","","SNEWS candidate"
"BU Gem","06h 12m 19s","+22d 54m 30s","Gem","SRC","7.4 V","5.74 V","460.0","46.0","HET","V","Green: Last Observation April 13, 2026 8:40 PM UTC (2 weeks ago)","","SNEWS candidate"
"NSV 319","00h 51m 16s","+61d 48m 19s","Cas","LC","6.12 V","6.04 V","None","3.0","HET","V","Red: Last Observation April 18, 2026 11:21 AM UTC (1 week ago)","","SNEWS candidate"
"NO Aur","05h 40m 42s","+31d 55m 14s","Aur","SRC","6.5 V","6.05 V","102.1","10.21","HET","V","Orange: Last Observation April 18, 2026 4:10 AM UTC (1 week ago)","","SNEWS candidate"
"V0766 Cen","13h 47m 10s","-62d 35m 22s","Cen","YHG","7.5 V","6.11 V","None","3.0","HET","V","Red: Last Observation April 17, 2026 2:27 PM UTC (1 week ago)","","SNEWS candidate"
"NSV 985","02h 56m 24s","+64d 19m 56s","Cas","LC","6.28 V","6.15 V","None","3.0","HET","V","Red: Last Observation April 8, 2026 5:20 AM UTC (2 weeks ago)","","SNEWS candidate"
"QY Pup","07h 47m 38s","-15d 59m 26s","Pup","SRD","6.71 V","6.22 V","None","3.0","HET","V","Red: Last Observation April 11, 2026 1:32 PM UTC (2 weeks ago)","","SNEWS candidate"
"V0915 Sco","17h 14m 27s","-39d 45m 59s","Sco","SRD","6.64 V","6.22 V","None","3.0","HET","V","Red: Last Observation April 12, 2026 7:24 PM UTC (2 weeks ago)","","SNEWS candidate"
"NSV 13784","21h 33m 17s","+45d 51m 14s","Cyg","LC","6.3 V","6.23 V","None","3.0","HET","V","Red: Last Observation April 18, 2026 9:31 AM UTC (1 week ago)","","SNEWS candidate"
"V0528 Car","11h 03m 06s","-60d 54m 38s","Car","LC","6.78 V","6.27 V","None","3.0","HET","V","Red: Last Observation April 15, 2026 2:21 PM UTC (1 week ago)","","SNEWS candidate"
"TV Gem","06h 11m 51s","+21d 52m 05s","Gem","LC","7.5 V","6.27 V","None","3.0","HET","V","Red: Last Observation January 24, 2026 8:17 PM UTC (3 months ago)","","SNEWS candidate"
"NSV 25100","20h 18m 57s","+39d 00m 15s","Cyg","LC","6.5 V","6.3 V","None","3.0","HET","V","Red: Last Observation April 18, 2026 9:26 AM UTC (1 week ago)","","SNEWS candidate"
"V0340 Sge","19h 39m 25s","+16d 34m 15s","Sge","LC","6.44 V","6.31 V","None","3.0","HET","V","Red: Last Observation April 6, 2026 11:52 AM UTC (3 weeks ago)","","SNEWS candidate"
"V0771 Cen","11h 26m 59s","-61d 22m 09s","Cen","SRC","7.12 V","6.37 V","None","3.0","HET","V","Red: Last Observation April 17, 2026 12:14 PM UTC (1 week ago)","","SNEWS candidate"
"AB Pyx","08h 30m 29s","-36d 43m 16s","Pyx","LC","6.98 V","6.37 V","None","3.0","HET","V","Red: Last Observation April 20, 2026 11:40 AM UTC (1 week ago)","","SNEWS candidate"
"V0419 Cep","21h 12m 47s","+60d 05m 52s","Cep","LC","6.89 V","6.44 V","None","3.0","HET","V","Red: Last Observation March 27, 2026 11:05 AM UTC (1 month ago)","","SNEWS candidate"
"RX Tel","19h 06m 58s","-45d 58m 13s","Tel","LC","7.47 V","6.45 V","None","3.0","HET","V","Red: Last Observation April 12, 2026 9:39 PM UTC (2 weeks ago)","","SNEWS candidate"
"VY CMa","07h 22m 58s","-25d 46m 03s","CMa","LC","9.6 V","6.5 V","None","3.0","HET","V","Red: Last Observation April 20, 2026 11:04 AM UTC (1 week ago)","","SNEWS candidate"
"PS Mus","12h 55m 10s","-68d 54m 24s","Mus","LC","7.01 V","6.52 V","None","3.0","HET","V","Red: Last Observation April 17, 2026 1:49 PM UTC (1 week ago)","","SNEWS candidate"
"VX Sgr","18h 08m 04s","-22d 13m 26s","Sgr","SRC","12.4 V","6.52 V","755.0","75.5","HET","V","Green: Last Observation April 18, 2026 7:25 PM UTC (1 week ago)","","SNEWS candidate"
"HD 11092","01h 51m 16s","+64d 51m 17s","Cas","LC","6.57 V","6.53 V","None","3.0","HET","V","Red: Last Observation March 11, 2026 4:28 AM UTC (1 month ago)","","SNEWS candidate"
"NSV 24050","17h 57m 07s","-23d 56m 21s","Sgr","SRC","6.68 V","6.54 V","None","3.0","HET","V","Red: Last Observation July 28, 2025 4:41 AM UTC (9 months ago)","","SNEWS candidate"
"V0348 Vel","10h 26m 15s","-53d 53m 29s","Vel","SRC","7.22 V","6.56 V","382.0","38.2","HET","V","Green: Last Observation April 23, 2026 9:35 AM UTC (4 days ago)","","SNEWS candidate"
"HD 45829","06h 30m 02s","+7d 55m 15s","Mon","LC","6.68 V","6.63 V","None","3.0","HET","V","Red: Last Observation April 20, 2026 9:44 AM UTC (1 week ago)","","SNEWS candidate"
"V0809 Cas","23h 19m 23s","+62d 44m 23s","Cas","LC","6.79 V","6.65 V","None","3.0","HET","V","Red: Last Observation April 18, 2026 11:18 AM UTC (1 week ago)","","SNEWS candidate"
"V0407 Pup","07h 57m 54s","-20d 25m 43s","Pup","SRC","7.78 V","6.69 V","None","3.0","HET","V","Red: Last Observation April 19, 2026 11:41 PM UTC (1 week ago)","","SNEWS candidate"
"AH Sco","17h 11m 17s","-32d 19m 30s","Sco","SRC","9.5 V","6.7 V","735.0","73.5","HET","V","Green: Last Observation April 18, 2026 6:37 PM UTC (1 week ago)","","SNEWS candidate"
"SV Vul","19h 51m 30s","+27d 27m 36s","Vul","DCEP","7.79 V","6.72 V","44.9","4.499300000000001","HET","V","Red: Last Observation April 12, 2026 7:45 AM UTC (2 weeks ago)","","SNEWS candidate"
"HD 95687","11h 01m 35s","-61d 02m 55s","Car","LC","7.91 V","6.73 V","None","3.0","HET","V","Red: Last Observation April 15, 2026 2:21 PM UTC (1 week ago)","","SNEWS candidate"
"EV Car","10h 20m 21s","-60d 27m 15s","Car","SRC","8.8 V","6.76 V","825.0","82.5","HET","V","Green: Last Observation April 19, 2026 2:53 PM UTC (1 week ago)","","SNEWS candidate"
"HD 101007","11h 36m 56s","-61d 10m 58s","Cen","SRC","7.24 V","6.85 V","145.0","14.5","HET","V","Orange: Last Observation April 17, 2026 12:24 PM UTC (1 week ago)","","SNEWS candidate"
"CK Car","10h 24m 25s","-60d 11m 29s","Car","SRC","8.06 V","6.85 V","266.0","26.6","HET","V","Green: Last Observation April 19, 2026 2:59 PM UTC (1 week ago)","","SNEWS candidate"
"BZ Car","10h 54m 06s","-62d 02m 32s","Car","SRC","8.6 V","6.86 V","111.3","11.13","HET","V","Red: Last Observation April 16, 2026 3:59 PM UTC (1 week ago)","","SNEWS candidate"
"V0365 Nor","16h 08m 10s","-53d 04m 44s","Nor","LC","7.09 V","6.87 V","None","3.0","HET","V","Red: Last Observation April 16, 2026 8:36 PM UTC (1 week ago)","","SNEWS candidate"
"IX Car","10h 50m 26s","-59d 58m 56s","Car","SRC","7.9 V","6.87 V","None","3.0","HET","V","Red: Last Observation April 17, 2026 3:02 PM UTC (1 week ago)","","SNEWS candidate"
"NSV 15324","01h 33m 26s","+54d 56m 41s","Cas","LC","6.92 V","6.89 V","None","3.0","HET","V","Red: Last Observation March 10, 2026 3:04 AM UTC (1 month ago)","","SNEWS candidate"
"NSV 23546","17h 43m 25s","-35d 17m 51s","Sco","SRC","7.03 V","6.91 V","636.0","63.6","HET","V","Green: Last Observation April 12, 2026 8:06 PM UTC (2 weeks ago)","","SNEWS candidate"
"NSV 5477","12h 09m 23s","-63d 49m 13s","Cru","SRC","7.36 V","6.95 V","167.0","16.7","HET","V","Green: Last Observation April 19, 2026 7:48 PM UTC (1 week ago)","","SNEWS candidate"
"HD 187238","19h 48m 11s","+22d 45m 46s","Vul","LC","7.1 V","7.0 V","None","3.0","HET","V","Red: Last Observation April 10, 2026 9:00 AM UTC (2 weeks ago)","","SNEWS candidate"
"V0412 Cen","13h 57m 28s","-57d 42m 39s","Cen","SRC","7.6 V","7.0 V","89.44","8.944","HET","V","Red: Last Observation April 17, 2026 2:40 PM UTC (1 week ago)","","SNEWS candidate"
"CM Vel","10h 07m 32s","-53d 15m 36s","Vel","LC","8.35 V","7.0 V","None","3.0","HET","V","Red: Last Observation April 20, 2026 12:28 PM UTC (1 week ago)","","SNEWS candidate"
"NSV 15465","02h 15m 55s","+63d 14m 10s","Cas","LC","7.06 V","7.01 V","None","3.0","HET","V","Red: Last Observation March 14, 2026 4:39 AM UTC (1 month ago)","","SNEWS candidate"
"AX Sgr","18h 08m 26s","-18d 33m 07s","Sgr","SRD","8.22 V","7.05 V","None","3.0","HET","V","Red: Last Observation April 18, 2026 9:59 AM UTC (1 week ago)","","SNEWS candidate"
"V0910 Cen","11h 35m 44s","-61d 34m 41s","Cen","LC","7.41 V","7.06 V","None","3.0","HET","V","Red: Last Observation April 17, 2026 12:24 PM UTC (1 week ago)","","SNEWS candidate"
"V0361 Car","10h 35m 43s","-58d 14m 41s","Car","LC","7.57 V","7.09 V","None","3.0","HET","V","Red: Last Observation April 19, 2026 3:03 PM UTC (1 week ago)","","SNEWS candidate"
"V0362 Aur","05h 27m 10s","+29d 55m 15s","Aur","LC","7.73 V","7.09 V","None","3.0","HET","V","Red: Last Observation April 7, 2026 8:29 PM UTC (2 weeks ago)","","SNEWS candidate"
"WY Gem","06h 11m 56s","+23d 12m 25s","Gem","LC+E:","7.56 V","7.1 V","23550.0","2355.0","HET","V","Green: Last Observation March 21, 2026 6:07 AM UTC (1 month ago)","","SNEWS candidate"
"DU Cru","12h 53m 41s","-60d 20m 57s","Cru","LC","7.8 V","7.1 V","None","3.0","HET","V","Red: Last Observation April 24, 2026 2:47 PM UTC (3 days ago)","","SNEWS candidate"
"HD 101569","11h 40m 49s","-60d 58m 50s","Cen","SRC","7.38 V","7.1 V","57.6","5.760000000000001","HET","V","Red: Last Observation April 17, 2026 12:44 PM UTC (1 week ago)","","SNEWS candidate"
"BO Car","10h 45m 50s","-59d 29m 19s","Car","SRC","7.94 V","7.15 V","130.7","13.07","HET","V","Green: Last Observation April 19, 2026 5:21 PM UTC (1 week ago)","","SNEWS candidate"
"V0362 Nor","16h 05m 15s","-56d 20m 23s","Nor","LC:","7.73 V","7.18 V","None","3.0","HET","V","Red: Last Observation April 16, 2026 8:30 PM UTC (1 week ago)","","SNEWS candidate"
"AO Cru","12h 17m 45s","-63d 36m 58s","Cru","LC","7.91 V","7.18 V","None","3.0","HET","V","Red: Last Observation April 19, 2026 7:51 PM UTC (1 week ago)","","SNEWS candidate"
"SU Per","02h 22m 06s","+56d 36m 14s","Per","SRC","8.7 V","7.2 V","533.0","53.300000000000004","HET","V","Green: Last Observation April 13, 2026 8:03 PM UTC (2 weeks ago)","","SNEWS candidate"
"HD 101814","11h 42m 37s","-60d 25m 14s","Cen","LC","7.52 V","7.29 V","None","3.0","HET","V","Red: Last Observation April 17, 2026 1:13 PM UTC (1 week ago)","","SNEWS candidate"
"V0558 Nor","16h 01m 36s","-54d 08m 35s","Nor","SRC","8.6 V","7.3 V","1018.0","101.80000000000001","HET","V","Green: Last Observation April 16, 2026 8:24 PM UTC (1 week ago)","","SNEWS candidate"
"V0772 Cen","11h 41m 49s","-63d 24m 52s","Cen","SRC","8.41 V","7.41 V","326.0","32.6","HET","V","Green: Last Observation April 17, 2026 12:41 PM UTC (1 week ago)","","SNEWS candidate"
"NSV 16609","05h 39m 14s","+23d 19m 24s","Tau","LC","7.59 V","7.47 V","None","3.0","HET","V","Red: Last Observation March 12, 2026 4:48 AM UTC (1 month ago)","","SNEWS candidate"
"NSV 18809","11h 36m 34s","-61d 36m 35s","Cen","LC","7.55 V","7.48 V","None","3.0","HET","V","Red: Last Observation March 22, 2025 2:06 PM UTC (1 year ago)","","SNEWS candidate"
"V0396 Cen","13h 17m 25s","-61d 35m 02s","Cen","SRC","8.43 V","7.48 V","426.0","42.6","HET","V","Green: Last Observation April 17, 2026 2:21 PM UTC (1 week ago)","","SNEWS candidate"
"KK Per","02h 10m 15s","+56d 33m 32s","Per","SRC","7.99 V","7.49 V","345.0","34.5","HET","V","Green: Last Observation April 7, 2026 8:02 PM UTC (2 weeks ago)","","SNEWS candidate"
"FZ Per","02h 20m 59s","+57d 09m 29s","Per","SRC","8.4 V","7.5 V","184.0","18.400000000000002","HET","V","Orange: Last Observation April 13, 2026 8:03 PM UTC (2 weeks ago)","","SNEWS candidate"
"WY Vel","09h 21m 59s","-52d 33m 51s","Vel","ZAND","9.1 V","7.5 V","None","3.0","HET","V","Red: Last Observation April 23, 2026 10:40 AM UTC (4 days ago)","","SNEWS candidate"
"V1092 Cen","11h 36m 26s","-61d 19m 09s","Cen","SRC","8.05 V","7.51 V","228.0","22.8","HET","V","Green: Last Observation April 17, 2026 12:24 PM UTC (1 week ago)","","SNEWS candidate"
"V0349 Car","10h 29m 35s","-57d 57m 59s","Car","SRC","8.48 V","7.51 V","348.0","34.800000000000004","HET","V","Red: Last Observation February 7, 2025 5:43 PM UTC (1 year ago)","","SNEWS candidate"
"HD 98817","11h 21m 38s","-60d 59m 28s","Cen","LC","8.57 V","7.58 V","None","3.0","HET","V","Red: Last Observation April 17, 2026 12:06 PM UTC (1 week ago)","","SNEWS candidate"
"V0663 Ser","18h 09m 43s","-15d 16m 56s","Ser","LC","8.8 V","7.6 V","None","3.0","HET","V","Red: Last Observation April 11, 2026 9:08 PM UTC (2 weeks ago)","","SNEWS candidate"
"XX Per","02h 03m 09s","+55d 13m 56s","Per","SRC","9.0 V","7.6 V","415.0","41.5","HET","V","Red: Last Observation March 14, 2026 3:58 AM UTC (1 month ago)","","SNEWS candidate"
"V0602 Car","11h 13m 29s","-60d 05m 28s","Car","SRC","9.2 V","7.6 V","656.0","65.60000000000001","HET","V","Red: Last Observation March 27, 2025 2:49 PM UTC (1 year ago)","","SNEWS candidate"
"NSV 24793","19h 30m 09s","-19d 23m 08s","Sgr","LC","8.25 V","7.63 V","None","3.0","HET","V","Red: Last Observation April 18, 2026 10:07 AM UTC (1 week ago)","","SNEWS candidate"
"YZ Per","02h 38m 25s","+57d 02m 46s","Per","SRC","8.73 V","7.66 V","378.0","37.800000000000004","HET","V","Green: Last Observation April 7, 2026 8:14 PM UTC (2 weeks ago)","","SNEWS candidate"
"V0730 Car","10h 44m 57s","-59d 56m 06s","Car","SRC:","7.9 V","7.7 V","None","3.0","HET","V","Red: Last Observation April 19, 2026 5:21 PM UTC (1 week ago)","","SNEWS candidate"
"PR Per","02h 21m 42s","+57d 51m 46s","Per","LC","8.2 V","7.7 V","None","3.0","HET","V","Red: Last Observation April 7, 2026 8:06 PM UTC (2 weeks ago)","","SNEWS candidate"
"AD Per","02h 20m 28s","+56d 59m 35s","Per","SRC","8.4 V","7.7 V","362.5","36.25","HET","V","Green: Last Observation April 13, 2026 8:03 PM UTC (2 weeks ago)","","SNEWS candidate"
"V0538 Car","11h 20m 06s","-65d 15m 07s","Car","SRC","9.2 V","7.7 V","655.0","65.5","HET","V","Green: Last Observation April 17, 2026 12:01 PM UTC (1 week ago)","","SNEWS candidate"
"RW Cyg","20h 28m 50s","+39d 58m 54s","Cyg","SRC","9.4 V","7.7 V","None","3.0","HET","V","Red: Last Observation April 10, 2026 9:05 AM UTC (2 weeks ago)","","SNEWS candidate"
"V0923 Cen","11h 51m 42s","-61d 09m 30s","Cen","SRC","8.54 V","7.76 V","330.0","33.0","HET","V","Green: Last Observation April 19, 2026 7:39 PM UTC (1 week ago)","","SNEWS candidate"
"ASAS J103803-5649.1","10h 38m 02s","-56d 49m 01s","Vel","LC","8.7 V","7.77 V","None","3.0","HET","V","Red: Last Observation April 20, 2026 12:54 PM UTC (1 week ago)","","SNEWS candidate"
"ST Cep","22h 30m 10s","+57d 00m 03s","Cep","LC","8.6 V","7.8 V","None","3.0","HET","V","Red: Last Observation April 19, 2026 10:40 AM UTC (1 week ago)","","SNEWS candidate"
"V0641 Cas","00h 09m 26s","+63d 57m 14s","Cas","SRC:","9.2 V","7.8 V","None","3.0","HET","V","Red: Last Observation April 7, 2026 7:33 PM UTC (2 weeks ago)","","SNEWS candidate"
"AZ Cyg","20h 57m 59s","+46d 28m 00s","Cyg","SRC","9.6 V","7.8 V","471.0","47.1","HET","V","Green: Last Observation April 19, 2026 10:46 AM UTC (1 week ago)","","SNEWS candidate"
"RS Per","02h 22m 24s","+57d 06m 34s","Per","SRC","9.0 V","7.82 V","244.5","24.450000000000003","HET","V","Green: Last Observation April 13, 2026 8:03 PM UTC (2 weeks ago)","","SNEWS candidate"
"V0572 Vul","20h 05m 50s","+25d 36m 03s","Vul","SRC","8.12 V","7.85 V","64.0","6.4","HET","V","Red: Last Observation April 19, 2026 10:59 AM UTC (1 week ago)","","SNEWS candidate"
"NSV 24492","18h 33m 23s","-14d 06m 27s","Sct","LC","8.48 V","7.85 V","None","3.0","HET","V","Red: Last Observation April 21, 2026 7:03 AM UTC (6 days ago)","","SNEWS candidate"
"V1056 Ori","06h 20m 48s","+5d 44m 26s","Ori","LC","8.19 V","7.86 V","None","3.0","HET","V","Red: Last Observation March 11, 2026 6:12 AM UTC (1 month ago)","","SNEWS candidate"
"V0439 Per","02h 23m 11s","+57d 11m 57s","Per","LC","8.8 V","7.9 V","None","3.0","HET","V","Red: Last Observation April 13, 2026 8:03 PM UTC (2 weeks ago)","","SNEWS candidate"
"CL Car","10h 53m 59s","-61d 05m 31s","Car","SRC","9.2 V","7.9 V","513.0","51.300000000000004","HET","V","Green: Last Observation April 17, 2026 2:35 PM UTC (1 week ago)","","SNEWS candidate"
"NSV 3717","07h 44m 56s","-15d 41m 49s","Pup","SRC","9.55 V","7.9 V","493.0","49.300000000000004","HET","V","Orange: Last Observation March 20, 2026 10:19 AM UTC (1 month ago)","","SNEWS candidate"
"S Per","02h 22m 51s","+58d 35m 11s","Per","SRC","12.8 V","7.9 V","822.0","82.2","HET","V","Green: Last Observation April 8, 2026 5:09 AM UTC (2 weeks ago)","","SNEWS candidate"
"IM Cas","01h 32m 00s","+62d 19m 44s","Cas","SRC","8.68 V","7.97 V","323.0","32.300000000000004","HET","V","Green: Last Observation April 7, 2026 7:47 PM UTC (2 weeks ago)","","SNEWS candidate"
"V1061 Sco","16h 37m 40s","-42d 57m 04s","Sco","LC","8.46 V","7.98 V","None","3.0","HET","V","Red: Last Observation April 18, 2026 3:11 PM UTC (1 week ago)","","SNEWS candidate"
"V0530 Car","11h 04m 29s","-62d 57m 43s","Car","SRC","8.48 V","8.08 V","270.6","27.060000000000002","HET","V","Green: Last Observation April 17, 2026 1:18 PM UTC (1 week ago)","","SNEWS candidate"
"U Lac","22h 47m 43s","+55d 09m 30s","Lac","SRC","10.2 V","8.1 V","432.0","43.2","HET","V","Green: Last Observation April 19, 2026 10:38 AM UTC (1 week ago)","","SNEWS candidate"
"V0441 Per","02h 25m 21s","+57d 26m 14s","Per","LC","8.85 V","8.19 V","None","3.0","HET","V","Red: Last Observation April 7, 2026 8:06 PM UTC (2 weeks ago)","","SNEWS candidate"
"V0778 Cas","01h 58m 28s","+59d 16m 08s","Cas","SRC","8.46 V","8.2 V","None","3.0","HET","V","Red: Last Observation April 4, 2026 3:40 AM UTC (3 weeks ago)","","SNEWS candidate"
"SW Cep","21h 25m 45s","+62d 34m 26s","Cep","SRC","9.7 V","8.2 V","70.0","7.0","HET","V","Red: Last Observation April 19, 2026 10:43 AM UTC (1 week ago)","","SNEWS candidate"
